id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
627585904560553217,S - Lovely Two Bedroom Apartment in a Boutique Hotel,235652935,Natalia,,Manacor,39.55551,3.31765,Entire home/apt,172,1,0,,,9,171,0,AG/086/BAL
627588305665864732,K - Lovely Two Bedroom Apartment in a Boutique Hotel,235652935,Natalia,,Manacor,39.55541,3.3162,Entire home/apt,,1,0,,,9,0,0,AG/086/BAL
627670743749080370,Stanza vicino al mare ideale per coppie,134692576,Giovanni,,Alcúdia,39.84425,3.13106,Private room,21,1,120,2024-11-16,3.82,2,357,42,
627869668922604825,Casa Manolo,80839530,Homerti,,Capdepera,39.71424,3.45724,Entire home/apt,186,1,3,2024-08-07,0.10,803,100,1,ETVPL/15023
627902556672301002,Villa El Terreno,80839530,Homerti,,Palma de Mallorca,39.5621,2.62199,Entire home/apt,293,7,9,2024-08-19,0.30,803,215,4,ETV/9456
627925981902889529,Hab Doble Superior en antiguo Convento Franciscano,26848595,Antonio,,Marratxí,39.64164,2.75354,Private room,,1,8,2024-10-05,0.26,4,0,3,
627932047191673113,Hab. Doble en casa tradicional mallorquina,26848595,Antonio,,Marratxí,39.64339,2.75459,Private room,,1,5,2024-08-09,0.17,4,0,2,
627936155245159833,Sa Mina (santa Margalida),80839530,Homerti,,Santa Margalida,39.70453,3.10598,Entire home/apt,150,1,2,2024-09-03,0.29,803,0,2,ETVPL/15760
627957223007912201,Mestral,432581747,Holidu,,Sóller,39.801090240478516,2.6942269802093506,Entire home/apt,182,1,1,2022-06-24,0.03,48,364,0,ETV/7652
627989093015322404,Villa in Alcúdia,432526649,"Loic, Estelle And Co",,Alcúdia,39.8566158,3.0812377,Entire home/apt,334,1,0,,,1,365,0,VT- 440
628005745433637365,Habitación con baño compartido,459340807,Carlos,,Santanyí,39.32996,3.17181,Private room,50,1,36,2024-10-25,1.28,4,274,30,
628029592789444752,Habitación doble con vistas al mar.,459340807,Carlos,,Santanyí,39.32971,3.17025,Private room,80,1,109,2024-11-01,4.08,4,245,89,
628033173564023990,Habitación individual Cala Figuera,459340807,Carlos,,Santanyí,39.33137,3.16996,Private room,40,1,98,2024-11-01,3.56,4,274,53,
628803043638771892,Petita Casa Marinero,432581747,Holidu,,Santanyí,39.36414,3.210681,Entire home/apt,129,1,12,2024-09-25,0.41,48,355,5,ETV/4231
628862805880426312,"The Sailor House, Duplex Palma Center",149209395,Priority Villas,,Palma de Mallorca,39.57118,2.63956,Entire home/apt,123,1,46,2024-11-29,1.51,55,349,21,REGAGE22e00001798297
629002706694235276,"Villa Beach Alcudia, near the beach with jacuzzi",173216046,Lucía,,Alcúdia,39.8244169,3.1148762,Entire home/apt,196,6,10,2023-08-13,0.33,8,309,0,1498/2018
629329539721545648,Recently renovated apartment close to the sea,459669207,Toni,,Alcúdia,39.862816,3.117174,Entire home/apt,99,5,59,2024-10-25,1.93,1,322,23,
629341668434022306,Apartment Sa Boval at Agroturisme Es Picot,459671283,Andreu,,Manacor,39.490658,3.231953,Private room,,5,0,,,1,0,0,AG-095-BAL
629359839919520311,Agrotourism Fangar - Sa Clastra,80636743,Foravila,,Campanet,39.806793,2.97921,Entire home/apt,192,1,23,2024-11-04,0.78,143,242,10,AG55
629497305921618428,La Ola Beach House,133518187,Jasmina,,Felanitx,39.41404,3.26188,Entire home/apt,108,1,45,2024-10-05,1.44,52,187,10,18290/2022
629587703087507954,YourHouse Antonia,245708611,YourHouse,,Santa Margalida,39.77023,3.14489,Entire home/apt,247,1,3,2024-10-11,0.11,78,183,1,ETV/7476
629629977213171042,Preciosa habitación en Palma.,442793578,Maria,,Palma de Mallorca,39.57685,2.63958,Private room,52,1,85,2024-09-30,2.74,1,3,30,
629720833141486623,Villa with Pool,459765793,KC And Jo,,Llucmajor,39.366062,2.843101,Entire home/apt,368,3,28,2024-10-02,1.03,1,303,14,ETV10080
630076155285519998,Mare by Interhome,118347018,Tatiana - Interhome Group,,Ses Salines,39.338395,3.048766,Entire home/apt,124,1,10,2024-09-21,0.35,28,261,5,ETV5834
630076213040669722,Venecia by Interhome,107259109,Miguel - Interhome,,Alcúdia,39.831596,3.11403,Entire home/apt,125,1,9,2024-11-02,0.29,57,230,4,ETVPL15825
630173368363778664,EXCLUSIVO ÁTICO DUPLEX E INCREIBLES VISTAS AL MAR,53118941,Maria Del Mar,,Alcúdia,39.83895,3.13662,Entire home/apt,549,4,58,2024-10-29,1.91,3,203,20,ETVPL/12716
630191583980550475,YourHouse Juan,245708611,YourHouse,,Muro,39.77235,3.14486,Entire home/apt,247,1,3,2024-08-14,0.10,78,184,1,ETV/7476
630213794039986100,Cas Pobres,432581747,Holidu,,Sóller,39.7671538,2.7198292,Entire home/apt,155,1,10,2024-09-14,0.48,48,365,3,ETV/4168
630229888622915766,Luxurious villa Sol de Mallorca,432581747,Holidu,,Calvià,39.478481773985806,2.522588103704834,Entire home/apt,296,1,19,2024-11-19,0.99,48,350,11,ETV/3637
630231894387483056,Encantador Turismo de Interior en Mallorca,459871328,Espacio,,Banyalbufar,39.687634,2.519426,Private room,158,1,26,2024-09-28,0.88,2,331,13,
